event_id,customer_id,event_type,event_timestamp,channel,category,device
EVT001421,CUST00419,page_view,2024-10-12T02:04:00,referral,beauty,mobile
EVT001422,CUST00008,add_to_cart,2025-10-09T19:58:00,organic,sport,desktop
EVT001423,CUST00100,signup,2024-06-27T10:27:00,organic,home,desktop
EVT001424,CUST00235,signup,2024-06-29T03:16:00,social,beauty,desktop
EVT001425,CUST00220,signup,2025-05-15T07:26:00,email,beauty,desktop
EVT001426,CUST00465,purchase,2025-02-14T16:15:00,organic,beauty,tablet
EVT001427,CUST00202,page_view,2025-06-03T17:45:00,social,fashion,tablet
EVT001428,CUST00500,add_to_cart,2024-06-16T12:49:00,social,home,desktop
EVT001429,CUST00289,checkout_start,2024-03-29T20:19:00,paid_search,electronics,mobile
EVT001430,CUST00288,purchase,2024-06-03T06:55:00,referral,fashion,mobile
EVT001431,CUST00073,purchase,2025-06-24T19:53:00,referral,sport,mobile
EVT001432,CUST00031,checkout_start,2024-11-17T08:26:00,email,fashion,mobile
EVT001433,CUST00165,page_view,2024-11-14T19:26:00,email,fashion,tablet
EVT001434,CUST00407,checkout_start,2025-12-17T17:31:00,paid_search,home,desktop
EVT001435,CUST00363,page_view,2025-07-03T16:35:00,organic,beauty,tablet
EVT001436,CUST00040,page_view,2024-12-26T04:48:00,paid_search,sport,tablet
EVT001437,CUST00063,page_view,2024-09-05T06:28:00,organic,beauty,desktop
EVT001438,CUST00088,signup,2025-12-19T15:08:00,social,beauty,mobile
EVT001439,CUST00152,checkout_start,2024-07-27T13:18:00,referral,home,tablet
EVT001440,CUST00456,add_to_cart,2024-12-24T18:41:00,paid_search,home,tablet
EVT001441,CUST00351,checkout_start,2024-05-22T19:45:00,referral,sport,desktop
EVT001442,CUST00242,checkout_start,2025-11-28T06:59:00,paid_search,fashion,tablet
EVT001443,CUST00367,purchase,2024-11-01T00:20:00,paid_search,fashion,desktop
EVT001444,CUST00035,add_to_cart,2024-02-27T09:44:00,paid_search,electronics,tablet
EVT001445,CUST00235,signup,2024-09-03T03:03:00,social,sport,mobile
EVT001446,CUST00035,add_to_cart,2024-08-22T20:35:00,email,electronics,mobile
EVT001447,CUST00141,checkout_start,2025-03-05T13:37:00,email,sport,desktop
EVT001448,CUST00479,add_to_cart,2024-10-26T17:34:00,organic,sport,mobile
EVT001449,CUST00053,checkout_start,2025-01-15T08:11:00,referral,electronics,mobile
EVT001450,CUST00409,purchase,2025-07-02T18:41:00,email,sport,tablet
EVT001451,CUST00310,signup,2025-07-21T23:55:00,social,fashion,mobile
EVT001452,CUST00002,signup,2025-07-04T06:05:00,paid_search,fashion,mobile
EVT001453,CUST00244,page_view,2024-06-11T10:04:00,paid_search,sport,desktop
EVT001454,CUST00218,signup,2025-07-27T10:19:00,organic,fashion,tablet
EVT001455,CUST00202,purchase,2025-06-06T12:45:00,email,home,tablet
EVT001456,CUST00163,signup,2024-11-03T02:56:00,paid_search,fashion,tablet
EVT001457,CUST00427,purchase,2025-05-26T22:09:00,referral,beauty,desktop
EVT001458,CUST00356,signup,2024-11-14T21:07:00,social,home,mobile
EVT001459,CUST00013,checkout_start,2025-02-25T14:49:00,social,fashion,tablet
EVT001460,CUST00287,add_to_cart,2024-05-08T12:23:00,organic,fashion,desktop
EVT001461,CUST00185,signup,2025-11-18T06:00:00,email,home,mobile
EVT001462,CUST00467,page_view,2024-11-25T08:32:00,referral,home,mobile
EVT001463,CUST00332,purchase,2025-03-31T20:30:00,organic,home,desktop
EVT001464,CUST00321,page_view,2025-05-25T18:52:00,social,sport,tablet
EVT001465,CUST00233,signup,2026-02-12T05:30:00,organic,electronics,desktop
EVT001466,CUST00015,add_to_cart,2025-04-28T22:47:00,paid_search,electronics,desktop
EVT001467,CUST00428,page_view,2024-12-03T01:28:00,email,electronics,tablet
EVT001468,CUST00143,page_view,2025-03-12T20:39:00,email,home,tablet
EVT001469,CUST00087,signup,2025-08-06T23:23:00,organic,beauty,desktop
EVT001470,CUST00429,signup,2025-07-09T02:12:00,paid_search,home,mobile
EVT001471,CUST00089,signup,2025-07-08T01:17:00,paid_search,sport,desktop
EVT001472,CUST00089,signup,2024-11-24T09:17:00,email,electronics,desktop
EVT001473,CUST00239,signup,2024-11-24T22:05:00,social,electronics,mobile
EVT001474,CUST00471,page_view,2025-04-09T05:46:00,paid_search,home,tablet
EVT001475,CUST00321,page_view,2025-05-06T05:50:00,paid_search,home,desktop
EVT001476,CUST00042,add_to_cart,2025-03-05T09:53:00,paid_search,home,mobile
EVT001477,CUST00195,add_to_cart,2024-10-21T05:17:00,referral,home,desktop
EVT001478,CUST00116,add_to_cart,2025-05-27T08:56:00,paid_search,home,desktop
EVT001479,CUST00358,purchase,2024-11-09T08:05:00,email,sport,desktop
EVT001480,CUST00179,add_to_cart,2025-06-30T14:53:00,organic,sport,desktop
EVT001481,CUST00080,purchase,2025-06-09T18:13:00,email,home,mobile
EVT001482,CUST00176,checkout_start,2024-12-22T17:53:00,organic,sport,mobile
EVT001483,CUST00133,page_view,2025-08-15T14:16:00,organic,sport,tablet
EVT001484,CUST00324,purchase,2024-06-19T15:08:00,referral,home,desktop
EVT001485,CUST00289,page_view,2024-08-14T21:37:00,email,electronics,tablet
EVT001486,CUST00184,purchase,2024-12-05T05:26:00,email,home,tablet
EVT001487,CUST00463,checkout_start,2025-03-28T05:58:00,email,fashion,desktop
EVT001488,CUST00280,signup,2025-03-10T00:28:00,social,sport,tablet
EVT001489,CUST00356,purchase,2025-02-16T23:25:00,paid_search,home,tablet
EVT001490,CUST00192,purchase,2024-07-12T15:43:00,email,electronics,mobile
EVT001491,CUST00391,purchase,2025-10-18T03:26:00,email,sport,desktop
EVT001492,CUST00304,add_to_cart,2024-11-21T05:32:00,email,sport,tablet
EVT001493,CUST00483,add_to_cart,2025-02-21T06:36:00,paid_search,home,mobile
EVT001494,CUST00497,add_to_cart,2024-10-07T09:50:00,email,beauty,desktop
EVT001495,CUST00085,add_to_cart,2025-07-13T00:42:00,paid_search,fashion,desktop
EVT001496,CUST00158,add_to_cart,2025-03-07T05:15:00,social,electronics,tablet
EVT001497,CUST00126,checkout_start,2024-12-02T21:35:00,organic,beauty,mobile
EVT001498,CUST00177,purchase,2025-02-28T15:35:00,paid_search,beauty,tablet
EVT001499,CUST00193,page_view,2025-03-23T22:15:00,social,fashion,desktop
EVT001500,CUST00391,checkout_start,2025-04-10T12:49:00,email,beauty,tablet
EVT001501,CUST00202,purchase,2025-08-25T02:22:00,referral,electronics,mobile
EVT001502,CUST00454,checkout_start,2025-08-01T07:23:00,email,sport,mobile
EVT001503,CUST00313,add_to_cart,2025-07-05T02:41:00,paid_search,beauty,mobile
EVT001504,CUST00023,page_view,2024-11-07T09:27:00,email,beauty,tablet
EVT001505,CUST00093,checkout_start,2025-12-06T04:18:00,social,beauty,mobile
EVT001506,CUST00134,purchase,2024-10-14T05:10:00,referral,electronics,desktop
EVT001507,CUST00413,page_view,2024-09-30T11:43:00,social,electronics,mobile
EVT001508,CUST00164,purchase,2025-05-24T18:32:00,social,electronics,desktop
EVT001509,CUST00335,page_view,2025-02-04T13:49:00,email,beauty,desktop
EVT001510,CUST00380,purchase,2024-06-23T19:51:00,referral,home,desktop
EVT001511,CUST00365,page_view,2025-10-15T17:23:00,paid_search,beauty,tablet
EVT001512,CUST00389,add_to_cart,2025-11-11T21:05:00,organic,home,tablet
EVT001513,CUST00303,signup,2025-07-29T06:32:00,social,beauty,mobile
EVT001514,CUST00238,purchase,2024-07-20T01:07:00,social,home,mobile
EVT001515,CUST00456,checkout_start,2024-12-23T08:27:00,email,electronics,tablet
EVT001516,CUST00137,purchase,2025-06-24T09:22:00,organic,beauty,desktop
EVT001517,CUST00153,checkout_start,2024-10-27T19:07:00,organic,sport,tablet
EVT001518,CUST00203,signup,2025-04-04T05:05:00,organic,fashion,tablet
EVT001519,CUST00075,checkout_start,2025-07-14T13:57:00,email,beauty,tablet
EVT001520,CUST00317,signup,2024-10-14T23:52:00,referral,beauty,mobile
EVT001521,CUST00040,add_to_cart,2024-12-01T11:02:00,referral,electronics,desktop
EVT001522,CUST00263,checkout_start,2025-03-11T10:59:00,social,beauty,mobile
EVT001523,CUST00095,page_view,2025-06-13T23:41:00,social,electronics,mobile
EVT001524,CUST00293,signup,2025-08-12T09:39:00,referral,fashion,tablet
EVT001525,CUST00410,purchase,2024-07-27T11:36:00,paid_search,beauty,desktop
EVT001526,CUST00383,page_view,2024-11-13T08:32:00,referral,beauty,mobile
EVT001527,CUST00348,purchase,2025-09-20T08:00:00,paid_search,electronics,desktop
EVT001528,CUST00337,purchase,2025-08-20T08:17:00,referral,home,mobile
EVT001529,CUST00114,checkout_start,2024-11-28T00:45:00,paid_search,electronics,tablet
EVT001530,CUST00148,signup,2026-01-01T18:26:00,email,sport,desktop
EVT001531,CUST00244,checkout_start,2025-03-23T00:21:00,email,home,desktop
EVT001532,CUST00078,add_to_cart,2025-06-10T23:31:00,referral,fashion,tablet
EVT001533,CUST00200,signup,2025-03-14T12:02:00,organic,beauty,tablet
EVT001534,CUST00177,signup,2025-02-19T06:47:00,email,home,desktop
EVT001535,CUST00385,purchase,2025-05-04T14:43:00,organic,fashion,tablet
EVT001536,CUST00300,signup,2025-07-29T19:22:00,social,beauty,mobile
EVT001537,CUST00385,purchase,2025-04-18T17:47:00,paid_search,beauty,tablet
EVT001538,CUST00068,page_view,2025-04-09T19:54:00,organic,beauty,mobile
EVT001539,CUST00109,add_to_cart,2025-05-01T18:18:00,paid_search,beauty,tablet
EVT001540,CUST00210,signup,2025-08-23T06:26:00,email,home,desktop
EVT001541,CUST00323,checkout_start,2024-04-16T21:56:00,referral,sport,tablet
EVT001542,CUST00201,purchase,2025-07-05T12:31:00,email,beauty,mobile
EVT001543,CUST00474,page_view,2025-09-05T12:18:00,referral,home,desktop
EVT001544,CUST00336,page_view,2024-10-23T21:58:00,social,sport,tablet
EVT001545,CUST00215,page_view,2025-06-14T13:12:00,referral,fashion,mobile
EVT001546,CUST00313,signup,2025-08-28T02:38:00,social,electronics,desktop
EVT001547,CUST00313,purchase,2025-04-20T05:36:00,organic,home,mobile
EVT001548,CUST00381,add_to_cart,2025-02-14T17:32:00,paid_search,beauty,desktop
EVT001549,CUST00371,add_to_cart,2025-08-18T05:30:00,email,fashion,desktop
EVT001550,CUST00034,purchase,2024-04-24T06:36:00,social,fashion,tablet
EVT001551,CUST00309,add_to_cart,2024-09-30T07:50:00,social,sport,tablet
EVT001552,CUST00057,purchase,2025-08-29T05:15:00,organic,electronics,tablet
EVT001553,CUST00017,purchase,2025-09-08T16:30:00,organic,beauty,desktop
EVT001554,CUST00453,signup,2025-08-17T03:45:00,referral,electronics,desktop
EVT001555,CUST00247,purchase,2024-06-23T09:51:00,organic,home,desktop
EVT001556,CUST00367,purchase,2024-11-20T20:41:00,social,electronics,mobile
EVT001557,CUST00075,page_view,2025-03-18T18:48:00,paid_search,home,desktop
EVT001558,CUST00337,add_to_cart,2025-12-05T04:58:00,social,fashion,desktop
EVT001559,CUST00050,page_view,2025-01-21T20:44:00,social,beauty,mobile
EVT001560,CUST00388,purchase,2025-07-13T10:18:00,email,beauty,tablet
EVT001561,CUST00133,page_view,2026-02-10T08:38:00,paid_search,fashion,tablet
EVT001562,CUST00148,checkout_start,2025-05-24T07:56:00,referral,home,tablet
EVT001563,CUST00150,signup,2024-10-04T22:10:00,email,beauty,tablet
EVT001564,CUST00226,add_to_cart,2025-01-20T04:47:00,paid_search,sport,desktop
EVT001565,CUST00440,add_to_cart,2025-03-20T08:40:00,organic,fashion,tablet
EVT001566,CUST00156,checkout_start,2025-04-06T18:00:00,email,sport,tablet
EVT001567,CUST00446,signup,2024-10-28T12:30:00,paid_search,home,tablet
EVT001568,CUST00080,signup,2025-07-04T16:20:00,email,beauty,desktop
EVT001569,CUST00332,add_to_cart,2025-02-05T16:30:00,social,beauty,mobile
EVT001570,CUST00343,checkout_start,2025-01-21T10:14:00,paid_search,fashion,mobile
EVT001571,CUST00143,checkout_start,2025-02-02T20:12:00,social,beauty,tablet
EVT001572,CUST00468,signup,2024-07-02T23:54:00,paid_search,fashion,desktop
EVT001573,CUST00341,page_view,2024-08-16T12:40:00,email,sport,mobile
EVT001574,CUST00139,signup,2025-06-23T17:54:00,organic,electronics,desktop
EVT001575,CUST00291,checkout_start,2025-07-06T07:15:00,paid_search,fashion,mobile
EVT001576,CUST00354,signup,2026-02-08T05:02:00,email,sport,desktop
EVT001577,CUST00047,page_view,2025-09-24T23:53:00,paid_search,sport,desktop
EVT001578,CUST00032,signup,2025-01-26T07:15:00,referral,beauty,desktop
EVT001579,CUST00051,page_view,2025-10-14T01:20:00,paid_search,beauty,mobile
EVT001580,CUST00227,page_view,2025-05-03T15:12:00,referral,sport,mobile
EVT001581,CUST00307,page_view,2025-02-25T09:36:00,referral,beauty,mobile
EVT001582,CUST00369,signup,2025-12-27T20:12:00,referral,beauty,mobile
EVT001583,CUST00129,purchase,2025-03-15T19:17:00,paid_search,home,tablet
EVT001584,CUST00248,checkout_start,2024-12-15T09:41:00,email,sport,mobile
EVT001585,CUST00175,signup,2025-05-15T21:35:00,email,beauty,mobile
EVT001586,CUST00388,checkout_start,2025-06-03T15:00:00,referral,beauty,desktop
EVT001587,CUST00084,purchase,2024-12-12T02:48:00,email,electronics,desktop
EVT001588,CUST00176,page_view,2025-01-09T05:12:00,paid_search,fashion,desktop
EVT001589,CUST00257,signup,2025-08-30T10:49:00,social,electronics,tablet
EVT001590,CUST00154,add_to_cart,2024-04-19T18:43:00,email,fashion,mobile
EVT001591,CUST00393,add_to_cart,2024-08-30T05:54:00,referral,fashion,desktop
EVT001592,CUST00490,signup,2024-10-07T15:41:00,social,home,mobile
EVT001593,CUST00478,checkout_start,2024-12-14T15:59:00,email,fashion,desktop
EVT001594,CUST00171,purchase,2025-03-13T23:20:00,email,beauty,tablet
EVT001595,CUST00202,purchase,2025-06-26T00:48:00,organic,beauty,desktop
EVT001596,CUST00331,checkout_start,2025-07-11T14:49:00,organic,fashion,mobile
EVT001597,CUST00339,checkout_start,2025-05-08T09:53:00,organic,home,desktop
EVT001598,CUST00405,signup,2024-09-28T10:35:00,paid_search,fashion,tablet
EVT001599,CUST00258,page_view,2025-10-15T08:06:00,paid_search,fashion,desktop
EVT001600,CUST00371,purchase,2025-12-19T23:37:00,organic,beauty,tablet
EVT001601,CUST00492,signup,2024-12-10T07:17:00,referral,beauty,mobile
EVT001602,CUST00052,checkout_start,2024-02-06T20:21:00,referral,home,desktop
EVT001603,CUST00473,add_to_cart,2025-01-10T03:30:00,organic,home,tablet
EVT001604,CUST00212,checkout_start,2025-07-24T04:37:00,referral,fashion,tablet
EVT001605,CUST00046,signup,2025-04-21T07:20:00,referral,home,tablet
EVT001606,CUST00272,add_to_cart,2025-11-18T22:01:00,organic,home,desktop
EVT001607,CUST00464,add_to_cart,2025-02-08T23:56:00,paid_search,home,desktop
EVT001608,CUST00117,add_to_cart,2024-09-09T11:21:00,email,home,tablet
EVT001609,CUST00383,purchase,2024-08-21T04:07:00,social,beauty,desktop
EVT001610,CUST00409,signup,2024-11-01T16:03:00,email,electronics,tablet
EVT001611,CUST00224,checkout_start,2024-11-20T16:55:00,referral,beauty,desktop
EVT001612,CUST00295,page_view,2024-09-16T20:04:00,referral,electronics,tablet
EVT001613,CUST00400,signup,2024-07-25T17:10:00,organic,sport,desktop
EVT001614,CUST00313,purchase,2025-03-21T02:49:00,email,beauty,desktop
EVT001615,CUST00456,page_view,2024-09-02T20:21:00,paid_search,sport,desktop
EVT001616,CUST00233,purchase,2026-03-03T22:47:00,organic,beauty,tablet
EVT001617,CUST00151,purchase,2024-10-09T19:53:00,organic,electronics,mobile
EVT001618,CUST00166,add_to_cart,2025-10-21T04:16:00,referral,home,tablet
EVT001619,CUST00235,checkout_start,2024-06-28T18:59:00,referral,fashion,mobile
EVT001620,CUST00396,add_to_cart,2024-10-11T06:19:00,organic,electronics,tablet
EVT001621,CUST00309,checkout_start,2024-03-07T04:34:00,organic,home,desktop
EVT001622,CUST00476,add_to_cart,2024-08-09T21:13:00,email,fashion,desktop
EVT001623,CUST00139,checkout_start,2025-01-10T06:49:00,organic,fashion,desktop
EVT001624,CUST00064,add_to_cart,2025-02-23T00:28:00,social,electronics,desktop
EVT001625,CUST00225,purchase,2024-11-22T06:13:00,referral,electronics,mobile
EVT001626,CUST00497,signup,2024-11-19T16:58:00,referral,electronics,mobile
EVT001627,CUST00388,signup,2025-06-17T03:31:00,email,home,desktop
EVT001628,CUST00098,signup,2025-05-10T02:51:00,email,beauty,desktop
EVT001629,CUST00261,page_view,2024-07-26T14:01:00,social,beauty,desktop
EVT001630,CUST00493,checkout_start,2024-04-14T11:23:00,organic,beauty,tablet
EVT001631,CUST00154,purchase,2024-04-29T22:05:00,social,electronics,desktop
EVT001632,CUST00374,add_to_cart,2024-07-16T01:09:00,paid_search,sport,mobile
EVT001633,CUST00066,purchase,2024-12-02T04:08:00,organic,electronics,tablet
EVT001634,CUST00411,checkout_start,2024-10-30T23:42:00,email,sport,desktop
EVT001635,CUST00422,add_to_cart,2024-06-29T13:11:00,referral,fashion,tablet
EVT001636,CUST00415,page_view,2024-06-25T11:56:00,paid_search,electronics,desktop
EVT001637,CUST00105,checkout_start,2024-07-01T12:40:00,email,sport,desktop
EVT001638,CUST00015,purchase,2025-02-22T10:01:00,organic,fashion,desktop
EVT001639,CUST00024,signup,2025-08-30T12:48:00,referral,fashion,mobile
EVT001640,CUST00052,add_to_cart,2024-01-16T11:57:00,organic,beauty,mobile
EVT001641,CUST00058,signup,2024-10-06T14:26:00,social,fashion,tablet
EVT001642,CUST00415,purchase,2024-03-25T09:30:00,email,fashion,desktop
EVT001643,CUST00337,page_view,2026-03-18T11:39:00,social,beauty,tablet
EVT001644,CUST00426,add_to_cart,2025-01-11T06:08:00,referral,fashion,mobile
EVT001645,CUST00116,purchase,2025-04-03T23:06:00,email,sport,mobile
EVT001646,CUST00128,checkout_start,2025-03-02T08:11:00,email,beauty,tablet
EVT001647,CUST00303,checkout_start,2025-12-10T16:36:00,paid_search,home,desktop
EVT001648,CUST00192,page_view,2024-04-05T18:47:00,social,electronics,mobile
EVT001649,CUST00094,page_view,2024-08-20T04:40:00,paid_search,fashion,desktop
EVT001650,CUST00166,purchase,2025-03-22T18:30:00,email,fashion,tablet
EVT001651,CUST00446,add_to_cart,2024-11-28T12:28:00,social,sport,desktop
EVT001652,CUST00280,checkout_start,2025-07-18T03:47:00,referral,home,desktop
EVT001653,CUST00457,purchase,2024-09-15T08:21:00,referral,beauty,tablet
EVT001654,CUST00050,page_view,2025-01-28T16:16:00,email,beauty,tablet
EVT001655,CUST00014,add_to_cart,2025-05-09T04:06:00,social,electronics,mobile
EVT001656,CUST00282,checkout_start,2025-11-13T04:55:00,email,beauty,desktop
EVT001657,CUST00284,purchase,2024-12-10T16:11:00,referral,fashion,mobile
EVT001658,CUST00431,checkout_start,2025-06-20T00:12:00,referral,sport,mobile
EVT001659,CUST00289,signup,2024-10-31T16:03:00,email,sport,mobile
EVT001660,CUST00356,add_to_cart,2025-04-06T05:23:00,organic,fashion,tablet
EVT001661,CUST00325,signup,2024-08-24T22:09:00,referral,beauty,mobile
EVT001662,CUST00143,purchase,2024-12-28T12:18:00,referral,beauty,desktop
EVT001663,CUST00240,checkout_start,2025-11-14T04:46:00,organic,electronics,desktop
EVT001664,CUST00363,add_to_cart,2025-08-09T21:19:00,referral,sport,mobile
EVT001665,CUST00031,purchase,2024-10-06T04:09:00,paid_search,fashion,desktop
EVT001666,CUST00403,purchase,2025-07-06T20:26:00,referral,fashion,mobile
EVT001667,CUST00428,checkout_start,2025-03-31T02:14:00,paid_search,beauty,mobile
EVT001668,CUST00372,add_to_cart,2024-10-29T21:09:00,social,fashion,tablet
EVT001669,CUST00142,page_view,2025-10-10T00:40:00,referral,home,tablet
EVT001670,CUST00053,purchase,2025-05-26T07:42:00,email,electronics,tablet
EVT001671,CUST00381,checkout_start,2025-03-19T04:04:00,email,electronics,desktop
EVT001672,CUST00430,purchase,2024-08-13T03:40:00,social,sport,mobile
EVT001673,CUST00449,signup,2024-12-15T09:14:00,organic,electronics,tablet
EVT001674,CUST00309,purchase,2024-08-19T07:55:00,social,beauty,mobile
EVT001675,CUST00327,checkout_start,2025-07-19T08:53:00,email,sport,desktop
EVT001676,CUST00215,page_view,2025-03-20T11:05:00,organic,beauty,mobile
EVT001677,CUST00300,purchase,2026-01-13T07:37:00,email,electronics,tablet
EVT001678,CUST00250,signup,2025-10-20T19:53:00,social,sport,tablet
EVT001679,CUST00446,page_view,2024-08-20T01:38:00,referral,electronics,tablet
EVT001680,CUST00049,signup,2024-03-10T07:23:00,referral,beauty,desktop
EVT001681,CUST00368,purchase,2024-06-22T11:41:00,social,sport,tablet
EVT001682,CUST00020,purchase,2024-08-03T20:47:00,organic,fashion,tablet
EVT001683,CUST00093,page_view,2025-05-15T20:21:00,email,beauty,mobile
EVT001684,CUST00374,checkout_start,2024-09-22T08:22:00,email,fashion,desktop
EVT001685,CUST00229,checkout_start,2024-02-15T10:29:00,paid_search,fashion,tablet
EVT001686,CUST00395,purchase,2025-04-19T20:20:00,email,fashion,desktop
EVT001687,CUST00439,signup,2024-08-14T10:22:00,referral,fashion,desktop
EVT001688,CUST00425,page_view,2025-06-29T03:58:00,social,home,tablet
EVT001689,CUST00255,checkout_start,2025-07-03T12:12:00,social,home,desktop
EVT001690,CUST00413,add_to_cart,2025-03-31T11:48:00,paid_search,home,mobile
EVT001691,CUST00058,signup,2024-05-13T18:19:00,referral,home,tablet
EVT001692,CUST00276,page_view,2025-07-20T12:39:00,paid_search,electronics,mobile
EVT001693,CUST00365,checkout_start,2025-11-20T08:09:00,referral,home,desktop
EVT001694,CUST00069,checkout_start,2025-10-05T03:54:00,referral,sport,mobile
EVT001695,CUST00166,page_view,2025-07-10T14:52:00,paid_search,sport,mobile
EVT001696,CUST00342,add_to_cart,2025-02-24T00:31:00,paid_search,fashion,mobile
EVT001697,CUST00226,checkout_start,2024-12-11T04:00:00,paid_search,electronics,tablet
EVT001698,CUST00248,signup,2024-11-06T13:35:00,referral,fashion,desktop
EVT001699,CUST00096,signup,2024-10-19T18:25:00,social,home,tablet
EVT001700,CUST00408,checkout_start,2024-07-21T08:27:00,email,fashion,desktop
EVT001701,CUST00277,add_to_cart,2025-10-12T02:44:00,email,fashion,tablet
EVT001702,CUST00297,signup,2024-10-21T03:58:00,social,sport,desktop
EVT001703,CUST00054,signup,2025-02-08T23:22:00,paid_search,beauty,desktop
EVT001704,CUST00295,purchase,2024-04-26T14:39:00,social,sport,desktop
EVT001705,CUST00034,purchase,2024-07-05T00:35:00,referral,electronics,desktop
EVT001706,CUST00245,checkout_start,2024-05-08T02:43:00,organic,home,tablet
EVT001707,CUST00130,purchase,2025-03-29T22:38:00,social,fashion,desktop
EVT001708,CUST00111,checkout_start,2025-12-27T09:34:00,email,fashion,tablet
EVT001709,CUST00409,signup,2025-06-25T13:09:00,referral,home,mobile
EVT001710,CUST00498,checkout_start,2024-11-29T22:48:00,referral,electronics,mobile
EVT001711,CUST00315,add_to_cart,2024-10-06T16:26:00,paid_search,fashion,tablet
EVT001712,CUST00397,purchase,2025-04-25T05:01:00,organic,home,mobile
EVT001713,CUST00049,purchase,2024-08-03T18:44:00,social,beauty,tablet
EVT001714,CUST00243,page_view,2024-04-20T10:11:00,email,home,mobile
EVT001715,CUST00363,page_view,2025-06-06T08:31:00,paid_search,home,desktop
EVT001716,CUST00103,page_view,2025-08-15T11:41:00,email,beauty,mobile
EVT001717,CUST00269,signup,2025-10-04T00:56:00,organic,sport,mobile
EVT001718,CUST00350,page_view,2025-06-03T03:10:00,referral,electronics,mobile
EVT001719,CUST00168,signup,2025-12-06T09:01:00,referral,home,mobile
EVT001720,CUST00490,signup,2024-04-14T06:40:00,social,fashion,tablet
EVT001721,CUST00112,add_to_cart,2024-09-21T03:55:00,referral,home,tablet
EVT001722,CUST00091,add_to_cart,2025-07-17T22:54:00,referral,fashion,desktop
EVT001723,CUST00016,page_view,2024-09-28T17:56:00,email,home,mobile
EVT001724,CUST00179,add_to_cart,2025-01-06T18:33:00,organic,beauty,mobile
EVT001725,CUST00309,checkout_start,2024-05-05T19:58:00,social,sport,desktop
EVT001726,CUST00402,signup,2025-04-25T03:42:00,organic,home,mobile
EVT001727,CUST00188,purchase,2025-05-11T07:52:00,paid_search,beauty,mobile
EVT001728,CUST00184,signup,2024-12-31T15:51:00,organic,sport,mobile
EVT001729,CUST00340,signup,2025-02-20T16:36:00,referral,sport,desktop
EVT001730,CUST00388,checkout_start,2025-12-06T20:12:00,email,fashion,desktop
EVT001731,CUST00391,purchase,2025-05-13T09:40:00,social,beauty,desktop
EVT001732,CUST00043,page_view,2025-07-26T00:31:00,email,sport,desktop
EVT001733,CUST00313,checkout_start,2025-07-01T09:31:00,organic,sport,mobile
EVT001734,CUST00097,signup,2025-04-28T09:57:00,referral,sport,mobile
EVT001735,CUST00329,signup,2025-05-01T23:03:00,organic,electronics,desktop
EVT001736,CUST00198,page_view,2024-07-31T11:34:00,social,sport,tablet
EVT001737,CUST00435,page_view,2024-12-09T16:23:00,paid_search,electronics,desktop
EVT001738,CUST00487,checkout_start,2025-05-17T07:45:00,organic,fashion,desktop
EVT001739,CUST00106,page_view,2025-01-04T20:39:00,organic,beauty,mobile
EVT001740,CUST00461,add_to_cart,2024-09-07T09:00:00,email,fashion,desktop
EVT001741,CUST00424,purchase,2025-09-10T11:58:00,organic,fashion,mobile
EVT001742,CUST00307,checkout_start,2024-10-25T19:42:00,social,sport,tablet
EVT001743,CUST00443,checkout_start,2025-07-30T06:56:00,social,electronics,desktop
EVT001744,CUST00422,add_to_cart,2024-11-07T12:17:00,social,home,tablet
EVT001745,CUST00006,purchase,2024-10-28T01:44:00,paid_search,fashion,mobile
EVT001746,CUST00327,purchase,2025-07-24T03:10:00,organic,fashion,tablet
EVT001747,CUST00168,purchase,2025-08-17T23:16:00,email,sport,desktop
EVT001748,CUST00146,page_view,2024-12-12T08:06:00,social,fashion,mobile
EVT001749,CUST00285,signup,2025-09-05T06:08:00,organic,beauty,desktop
EVT001750,CUST00056,purchase,2024-04-12T07:02:00,paid_search,electronics,tablet
EVT001751,CUST00413,signup,2024-09-22T07:27:00,email,beauty,tablet
EVT001752,CUST00074,page_view,2025-10-18T19:49:00,referral,fashion,mobile
EVT001753,CUST00372,page_view,2024-06-14T01:36:00,paid_search,home,desktop
EVT001754,CUST00472,add_to_cart,2024-06-22T11:29:00,organic,beauty,desktop
EVT001755,CUST00079,add_to_cart,2025-04-11T16:04:00,paid_search,fashion,desktop
EVT001756,CUST00337,purchase,2026-01-25T00:55:00,organic,fashion,tablet
EVT001757,CUST00271,add_to_cart,2025-07-27T17:10:00,referral,home,mobile
EVT001758,CUST00058,signup,2024-03-10T13:33:00,organic,sport,tablet
EVT001759,CUST00087,add_to_cart,2025-03-23T11:02:00,organic,fashion,mobile
EVT001760,CUST00196,purchase,2024-01-28T18:03:00,referral,electronics,mobile
EVT001761,CUST00391,page_view,2025-02-19T18:34:00,organic,beauty,tablet
EVT001762,CUST00331,signup,2025-11-14T09:43:00,social,beauty,tablet
EVT001763,CUST00122,checkout_start,2025-06-24T19:16:00,social,beauty,mobile
EVT001764,CUST00233,add_to_cart,2026-03-07T11:14:00,email,fashion,desktop
EVT001765,CUST00132,page_view,2024-09-16T11:47:00,social,home,mobile
EVT001766,CUST00022,signup,2026-01-17T13:45:00,paid_search,beauty,mobile
EVT001767,CUST00431,purchase,2025-08-26T06:25:00,social,beauty,tablet
EVT001768,CUST00232,checkout_start,2025-07-22T12:29:00,email,home,tablet
