order_id,customer_id,order_date,status,category,amount_eur,discount_eur
ORD000415,CUST00118,2025-06-18,completed,electronics,405.7,60.85
ORD000416,CUST00179,2024-11-20,completed,home,370.85,55.63
ORD000417,CUST00243,2024-06-08,refunded,electronics,445.59,44.56
ORD000418,CUST00095,2025-10-24,completed,electronics,56.05,0.0
ORD000419,CUST00357,2024-11-27,completed,electronics,90.12,13.52
ORD000420,CUST00426,2024-08-26,completed,home,24.1,0.0
ORD000421,CUST00196,2024-11-12,completed,fashion,287.65,0.0
ORD000422,CUST00408,2024-07-02,completed,electronics,111.16,11.12
ORD000423,CUST00390,2024-03-10,cancelled,sport,271.97,13.6
ORD000424,CUST00369,2026-03-22,completed,electronics,135.39,0.0
ORD000425,CUST00133,2025-06-18,completed,fashion,53.84,0.0
ORD000426,CUST00323,2024-03-15,completed,beauty,207.83,10.39
ORD000427,CUST00037,2025-11-07,completed,beauty,320.74,0.0
ORD000428,CUST00351,2024-08-31,completed,home,131.42,6.57
ORD000429,CUST00408,2024-10-18,completed,electronics,73.94,11.09
ORD000430,CUST00477,2025-07-29,completed,sport,70.02,0.0
ORD000431,CUST00471,2025-03-30,completed,beauty,247.53,24.75
ORD000432,CUST00310,2025-05-12,completed,electronics,137.14,0.0
ORD000433,CUST00168,2025-11-29,completed,beauty,385.03,0.0
ORD000434,CUST00388,2025-10-24,completed,beauty,359.03,35.9
ORD000435,CUST00437,2025-05-04,completed,sport,190.63,0.0
ORD000436,CUST00039,2025-01-13,completed,sport,302.54,0.0
ORD000437,CUST00347,2025-01-16,refunded,fashion,222.52,33.38
ORD000438,CUST00443,2025-06-01,completed,beauty,286.47,0.0
ORD000439,CUST00029,2025-10-23,completed,fashion,373.37,18.67
ORD000440,CUST00419,2025-01-06,completed,sport,318.44,0.0
ORD000441,CUST00295,2024-07-18,completed,electronics,238.41,0.0
ORD000442,CUST00414,2025-06-28,completed,beauty,353.87,0.0
ORD000443,CUST00046,2024-11-29,completed,beauty,153.17,0.0
ORD000444,CUST00439,2024-11-19,completed,beauty,201.35,10.07
ORD000445,CUST00215,2025-07-04,completed,electronics,214.4,0.0
ORD000446,CUST00421,2024-07-22,completed,electronics,422.68,0.0
ORD000447,CUST00268,2024-02-27,completed,fashion,287.31,28.73
ORD000448,CUST00392,2025-07-21,completed,fashion,228.38,22.84
ORD000449,CUST00412,2024-10-16,completed,fashion,328.83,0.0
ORD000450,CUST00177,2025-08-31,completed,fashion,167.01,25.05
ORD000451,CUST00097,2025-09-07,cancelled,sport,279.22,41.88
ORD000452,CUST00331,2025-09-10,completed,electronics,380.61,19.03
ORD000453,CUST00259,2024-09-30,completed,sport,306.09,45.91
ORD000454,CUST00380,2024-07-31,completed,home,371.32,0.0
ORD000455,CUST00489,2025-07-24,completed,beauty,277.27,41.59
ORD000456,CUST00277,2025-10-21,completed,electronics,374.39,0.0
ORD000457,CUST00034,2024-08-10,completed,fashion,268.58,26.86
ORD000458,CUST00005,2025-07-27,completed,beauty,18.2,0.0
ORD000459,CUST00478,2025-03-05,completed,sport,149.54,22.43
ORD000460,CUST00339,2025-01-05,completed,beauty,147.26,0.0
ORD000461,CUST00171,2024-09-13,completed,beauty,168.1,16.81
ORD000462,CUST00020,2024-11-13,completed,fashion,156.33,0.0
ORD000463,CUST00350,2025-07-18,completed,beauty,260.18,0.0
ORD000464,CUST00099,2025-05-01,completed,sport,44.58,4.46
ORD000465,CUST00467,2024-07-17,completed,beauty,98.91,9.89
ORD000466,CUST00452,2025-07-15,completed,fashion,250.24,12.51
ORD000467,CUST00210,2025-12-21,cancelled,fashion,195.38,9.77
ORD000468,CUST00200,2025-06-19,completed,beauty,221.63,0.0
ORD000469,CUST00470,2025-12-31,completed,sport,275.01,41.25
ORD000470,CUST00362,2025-09-21,cancelled,beauty,358.04,53.71
ORD000471,CUST00319,2024-03-14,completed,sport,133.35,13.34
ORD000472,CUST00237,2025-03-06,completed,home,53.25,7.99
ORD000473,CUST00050,2024-10-15,completed,beauty,377.1,18.86
ORD000474,CUST00019,2024-09-07,completed,home,246.95,12.35
ORD000475,CUST00478,2025-01-22,completed,home,202.03,0.0
ORD000476,CUST00432,2026-03-17,completed,sport,338.12,50.72
ORD000477,CUST00273,2025-11-09,completed,home,433.01,64.95
ORD000478,CUST00443,2025-03-06,completed,sport,400.91,0.0
ORD000479,CUST00103,2026-01-15,completed,electronics,205.63,0.0
ORD000480,CUST00153,2025-01-03,completed,sport,119.73,11.97
ORD000481,CUST00440,2025-02-10,completed,fashion,443.43,66.51
ORD000482,CUST00280,2025-01-12,cancelled,beauty,150.14,0.0
ORD000483,CUST00091,2025-05-12,completed,fashion,205.3,30.8
ORD000484,CUST00408,2024-07-18,completed,fashion,418.24,0.0
ORD000485,CUST00211,2025-02-06,completed,sport,113.85,0.0
ORD000486,CUST00339,2025-10-16,completed,home,148.03,0.0
ORD000487,CUST00204,2026-02-12,completed,electronics,407.76,0.0
ORD000488,CUST00500,2024-06-25,cancelled,sport,273.33,0.0
ORD000489,CUST00199,2025-02-02,completed,fashion,226.92,34.04
ORD000490,CUST00030,2025-04-21,completed,electronics,16.3,1.63
ORD000491,CUST00356,2025-04-27,completed,sport,418.52,62.78
ORD000492,CUST00433,2025-03-26,completed,electronics,197.43,9.87
ORD000493,CUST00306,2025-02-26,completed,fashion,55.31,0.0
ORD000494,CUST00366,2025-12-18,completed,beauty,436.75,0.0
ORD000495,CUST00355,2025-02-04,completed,sport,39.69,5.95
ORD000496,CUST00018,2024-04-30,completed,home,165.71,16.57
ORD000497,CUST00192,2024-02-02,completed,home,38.84,0.0
ORD000498,CUST00141,2024-11-17,completed,fashion,385.38,19.27
ORD000499,CUST00022,2025-12-04,completed,home,404.75,20.24
ORD000500,CUST00223,2024-05-05,completed,electronics,408.73,0.0
ORD000501,CUST00084,2024-11-09,completed,sport,250.19,0.0
ORD000502,CUST00109,2025-12-19,completed,electronics,154.38,7.72
ORD000503,CUST00061,2024-10-01,completed,electronics,323.36,48.5
ORD000504,CUST00495,2025-04-09,completed,fashion,307.22,0.0
ORD000505,CUST00457,2024-11-01,completed,fashion,279.41,0.0
ORD000506,CUST00332,2025-07-07,cancelled,beauty,224.51,0.0
ORD000507,CUST00252,2026-02-01,completed,beauty,132.87,6.64
ORD000508,CUST00444,2025-03-12,completed,electronics,376.38,0.0
ORD000509,CUST00496,2024-09-30,completed,sport,82.95,12.44
ORD000510,CUST00310,2025-11-17,refunded,beauty,331.75,16.59
ORD000511,CUST00184,2025-08-01,cancelled,home,421.86,21.09
ORD000512,CUST00272,2025-12-12,completed,beauty,205.96,0.0
ORD000513,CUST00421,2024-10-23,completed,fashion,352.44,35.24
ORD000514,CUST00142,2025-07-05,completed,sport,120.3,6.02
ORD000515,CUST00349,2025-04-26,completed,home,283.36,28.34
ORD000516,CUST00047,2026-01-09,completed,beauty,94.86,9.49
ORD000517,CUST00500,2024-09-18,completed,beauty,52.62,2.63
ORD000518,CUST00272,2026-01-09,completed,home,447.33,0.0
ORD000519,CUST00146,2024-12-07,cancelled,home,304.34,15.22
ORD000520,CUST00228,2025-09-14,completed,electronics,269.12,40.37
ORD000521,CUST00489,2025-05-20,completed,fashion,242.89,12.14
ORD000522,CUST00255,2025-12-04,cancelled,beauty,427.8,0.0
ORD000523,CUST00342,2025-07-10,completed,beauty,242.04,12.1
ORD000524,CUST00342,2025-02-28,completed,home,91.0,0.0
ORD000525,CUST00352,2025-02-25,completed,sport,380.99,19.05
ORD000526,CUST00496,2024-10-01,completed,beauty,77.75,0.0
ORD000527,CUST00108,2025-07-26,completed,beauty,158.75,15.88
ORD000528,CUST00440,2025-02-14,completed,fashion,165.57,0.0
ORD000529,CUST00033,2025-09-26,cancelled,sport,309.35,0.0
ORD000530,CUST00065,2025-06-27,completed,electronics,381.16,38.12
ORD000531,CUST00273,2025-12-02,completed,home,200.84,0.0
ORD000532,CUST00224,2025-06-01,completed,beauty,355.75,0.0
ORD000533,CUST00008,2025-07-03,completed,electronics,282.13,14.11
ORD000534,CUST00055,2025-11-02,completed,beauty,392.17,0.0
ORD000535,CUST00158,2025-03-05,completed,home,129.39,6.47
ORD000536,CUST00172,2024-07-06,completed,home,421.8,42.18
ORD000537,CUST00368,2025-02-05,completed,home,435.21,0.0
ORD000538,CUST00059,2024-11-20,completed,fashion,75.71,0.0
ORD000539,CUST00409,2025-06-02,completed,electronics,50.91,7.64
ORD000540,CUST00257,2025-04-21,completed,sport,50.78,0.0
ORD000541,CUST00266,2024-02-01,completed,home,347.68,34.77
ORD000542,CUST00227,2025-08-30,completed,beauty,159.8,7.99
ORD000543,CUST00127,2025-10-13,completed,fashion,109.22,10.92
ORD000544,CUST00118,2025-11-18,completed,electronics,70.42,10.56
ORD000545,CUST00282,2025-10-16,completed,home,267.36,40.1
ORD000546,CUST00320,2025-04-29,completed,electronics,270.62,40.59
ORD000547,CUST00269,2025-10-12,completed,fashion,239.44,11.97
ORD000548,CUST00071,2025-05-11,refunded,sport,212.12,0.0
ORD000549,CUST00140,2025-03-22,completed,fashion,221.27,33.19
ORD000550,CUST00239,2024-03-06,completed,beauty,127.85,0.0
ORD000551,CUST00435,2025-07-18,completed,sport,166.25,16.62
ORD000552,CUST00372,2024-01-18,completed,sport,180.13,0.0
ORD000553,CUST00153,2025-06-05,completed,fashion,438.54,21.93
ORD000554,CUST00473,2025-03-23,completed,sport,328.42,0.0
ORD000555,CUST00459,2025-04-19,cancelled,fashion,271.76,13.59
ORD000556,CUST00138,2025-10-04,completed,electronics,184.15,0.0
ORD000557,CUST00073,2025-08-28,completed,electronics,361.56,54.23
ORD000558,CUST00297,2024-11-13,completed,sport,269.87,40.48
ORD000559,CUST00424,2025-06-08,completed,fashion,55.04,0.0
ORD000560,CUST00071,2024-08-08,completed,electronics,342.07,0.0
ORD000561,CUST00071,2025-04-05,completed,home,106.44,10.64
ORD000562,CUST00017,2025-07-28,completed,home,62.06,3.1
ORD000563,CUST00085,2025-03-17,completed,beauty,15.53,1.55
ORD000564,CUST00256,2025-07-13,completed,fashion,282.3,0.0
ORD000565,CUST00091,2025-02-23,refunded,fashion,202.45,10.12
ORD000566,CUST00147,2024-10-16,completed,beauty,139.82,0.0
ORD000567,CUST00240,2025-10-12,cancelled,fashion,149.67,0.0
ORD000568,CUST00040,2024-07-18,completed,fashion,445.31,0.0
ORD000569,CUST00119,2025-09-08,cancelled,fashion,366.5,0.0
ORD000570,CUST00229,2024-08-31,refunded,home,224.28,0.0
ORD000571,CUST00281,2025-07-24,completed,home,48.56,2.43
ORD000572,CUST00391,2025-07-25,completed,fashion,281.55,28.16
ORD000573,CUST00071,2024-12-05,completed,electronics,411.52,61.73
ORD000574,CUST00077,2025-09-26,refunded,sport,174.07,17.41
ORD000575,CUST00315,2025-05-28,completed,fashion,283.29,42.49
ORD000576,CUST00011,2025-02-23,completed,home,131.25,0.0
ORD000577,CUST00240,2025-06-13,completed,beauty,210.98,0.0
ORD000578,CUST00256,2025-09-25,completed,fashion,332.77,49.92
ORD000579,CUST00431,2025-07-30,completed,home,325.1,0.0
ORD000580,CUST00377,2025-10-04,completed,electronics,277.08,13.85
ORD000581,CUST00053,2025-01-23,completed,beauty,177.63,26.64
ORD000582,CUST00410,2025-03-28,completed,electronics,106.74,16.01
ORD000583,CUST00067,2025-05-06,completed,sport,364.88,0.0
ORD000584,CUST00372,2024-08-10,cancelled,beauty,263.77,0.0
ORD000585,CUST00271,2025-07-26,completed,electronics,107.97,0.0
ORD000586,CUST00410,2025-04-21,completed,home,387.75,38.78
ORD000587,CUST00258,2025-11-02,completed,beauty,97.83,0.0
ORD000588,CUST00180,2024-05-14,completed,sport,228.53,0.0
ORD000589,CUST00080,2025-03-25,completed,fashion,63.04,0.0
ORD000590,CUST00121,2025-04-15,completed,sport,369.13,36.91
ORD000591,CUST00016,2025-05-17,completed,home,439.5,65.92
ORD000592,CUST00292,2026-02-21,completed,sport,297.17,0.0
ORD000593,CUST00364,2025-04-18,completed,electronics,334.26,50.14
ORD000594,CUST00289,2024-08-28,completed,fashion,370.55,0.0
ORD000595,CUST00177,2025-08-07,completed,fashion,267.8,0.0
ORD000596,CUST00038,2024-05-19,cancelled,beauty,398.96,39.9
ORD000597,CUST00003,2024-02-19,refunded,fashion,32.44,0.0
ORD000598,CUST00066,2024-04-09,completed,electronics,72.1,0.0
ORD000599,CUST00278,2025-09-15,completed,electronics,327.55,16.38
ORD000600,CUST00271,2025-12-19,completed,electronics,141.79,7.09
ORD000601,CUST00435,2025-04-25,completed,home,384.39,0.0
ORD000602,CUST00241,2025-04-11,completed,sport,366.85,0.0
ORD000603,CUST00315,2024-10-25,completed,sport,408.48,0.0
ORD000604,CUST00023,2025-02-07,completed,sport,40.36,2.02
ORD000605,CUST00272,2026-03-06,completed,fashion,326.88,0.0
ORD000606,CUST00239,2024-05-18,completed,electronics,23.66,0.0
ORD000607,CUST00079,2025-04-18,cancelled,fashion,163.02,8.15
ORD000608,CUST00065,2025-04-10,completed,home,428.78,64.32
ORD000609,CUST00080,2025-01-25,cancelled,sport,302.55,15.13
ORD000610,CUST00417,2025-02-12,completed,beauty,291.53,0.0
ORD000611,CUST00460,2024-12-29,completed,beauty,195.82,9.79
ORD000612,CUST00396,2024-12-05,completed,home,387.76,0.0
ORD000613,CUST00085,2025-08-05,completed,electronics,22.55,0.0
ORD000614,CUST00109,2025-10-19,completed,beauty,209.6,0.0
ORD000615,CUST00375,2025-03-16,completed,fashion,221.5,22.15
ORD000616,CUST00098,2025-04-25,completed,sport,383.48,57.52
ORD000617,CUST00354,2025-10-12,completed,fashion,200.96,0.0
ORD000618,CUST00446,2024-05-24,completed,electronics,131.83,0.0
ORD000619,CUST00176,2024-08-28,completed,beauty,229.81,0.0
ORD000620,CUST00276,2025-11-21,refunded,electronics,205.13,0.0
ORD000621,CUST00019,2024-03-15,cancelled,sport,275.33,0.0
ORD000622,CUST00460,2025-02-09,completed,sport,333.3,16.67
ORD000623,CUST00386,2025-03-05,completed,home,287.09,0.0
ORD000624,CUST00261,2025-03-21,completed,sport,39.4,1.97
ORD000625,CUST00329,2025-06-09,refunded,home,404.49,0.0
ORD000626,CUST00497,2025-02-15,completed,electronics,309.09,0.0
ORD000627,CUST00258,2025-11-05,completed,home,350.96,17.55
ORD000628,CUST00051,2025-05-01,completed,sport,419.1,0.0
ORD000629,CUST00070,2024-10-19,completed,home,304.4,30.44
ORD000630,CUST00141,2025-02-19,completed,electronics,420.78,0.0
ORD000631,CUST00054,2025-01-24,completed,home,53.12,5.31
ORD000632,CUST00367,2024-08-03,cancelled,fashion,253.88,0.0
ORD000633,CUST00316,2024-08-02,completed,home,190.28,0.0
ORD000634,CUST00233,2025-06-29,completed,fashion,389.88,19.49
ORD000635,CUST00118,2025-09-18,completed,home,44.05,2.2
ORD000636,CUST00099,2025-05-04,completed,sport,143.12,21.47
ORD000637,CUST00250,2025-02-17,completed,electronics,266.26,0.0
ORD000638,CUST00274,2025-03-20,cancelled,beauty,86.79,13.02
ORD000639,CUST00240,2025-11-10,completed,sport,351.95,52.79
ORD000640,CUST00311,2025-09-15,completed,home,203.91,0.0
ORD000641,CUST00060,2025-05-28,completed,sport,372.03,0.0
ORD000642,CUST00497,2025-02-22,completed,electronics,390.78,0.0
ORD000643,CUST00420,2025-06-14,completed,electronics,266.08,0.0
ORD000644,CUST00247,2024-10-31,completed,sport,147.34,0.0
ORD000645,CUST00415,2024-07-24,completed,fashion,229.48,0.0
ORD000646,CUST00354,2025-12-30,completed,fashion,431.63,43.16
ORD000647,CUST00257,2026-01-23,completed,beauty,266.81,26.68
ORD000648,CUST00062,2024-09-25,completed,fashion,186.69,9.33
ORD000649,CUST00129,2025-01-28,completed,home,362.39,18.12
ORD000650,CUST00342,2025-01-01,completed,sport,195.98,19.6
ORD000651,CUST00341,2024-10-17,completed,electronics,164.26,0.0
ORD000652,CUST00006,2024-07-19,completed,sport,167.12,0.0
ORD000653,CUST00398,2026-01-30,completed,home,287.48,0.0
ORD000654,CUST00382,2024-07-16,completed,sport,327.78,0.0
ORD000655,CUST00266,2024-07-02,completed,sport,141.26,14.13
ORD000656,CUST00123,2024-08-14,cancelled,beauty,377.7,0.0
ORD000657,CUST00372,2024-03-27,cancelled,sport,382.86,19.14
ORD000658,CUST00402,2024-12-24,completed,fashion,231.06,34.66
ORD000659,CUST00071,2025-04-02,completed,beauty,257.26,12.86
ORD000660,CUST00045,2024-11-16,completed,fashion,55.8,0.0
ORD000661,CUST00146,2024-03-18,completed,fashion,434.46,21.72
ORD000662,CUST00224,2024-12-07,completed,electronics,153.92,0.0
ORD000663,CUST00243,2024-12-26,completed,sport,233.36,35.0
ORD000664,CUST00003,2024-02-06,completed,electronics,27.3,0.0
ORD000665,CUST00117,2024-05-19,completed,fashion,379.61,56.94
ORD000666,CUST00370,2024-07-14,completed,home,253.19,0.0
ORD000667,CUST00469,2024-11-22,completed,sport,331.09,0.0
ORD000668,CUST00083,2024-08-23,completed,electronics,291.76,43.76
ORD000669,CUST00298,2024-04-12,completed,home,229.03,0.0
ORD000670,CUST00148,2025-09-15,completed,home,324.15,0.0
ORD000671,CUST00194,2024-10-03,completed,beauty,415.08,0.0
ORD000672,CUST00288,2024-12-27,cancelled,sport,177.39,26.61
ORD000673,CUST00382,2024-05-29,completed,sport,187.77,0.0
ORD000674,CUST00390,2024-10-12,completed,sport,399.52,59.93
ORD000675,CUST00054,2025-03-13,completed,electronics,337.83,50.67
ORD000676,CUST00309,2024-05-20,completed,sport,279.9,0.0
ORD000677,CUST00404,2025-09-06,completed,beauty,242.14,0.0
ORD000678,CUST00178,2025-01-30,completed,sport,219.5,32.92
ORD000679,CUST00194,2025-05-31,cancelled,beauty,73.99,3.7
ORD000680,CUST00350,2025-10-05,completed,sport,182.49,18.25
ORD000681,CUST00447,2024-07-10,completed,electronics,440.47,22.02
ORD000682,CUST00346,2025-01-03,completed,home,199.58,9.98
ORD000683,CUST00234,2024-09-13,cancelled,sport,334.0,0.0
ORD000684,CUST00231,2025-09-28,completed,beauty,154.09,7.7
ORD000685,CUST00223,2024-10-19,completed,sport,304.44,45.67
ORD000686,CUST00009,2024-04-11,cancelled,beauty,153.37,23.01
ORD000687,CUST00269,2025-08-02,completed,fashion,332.99,16.65
ORD000688,CUST00429,2025-09-30,completed,electronics,136.38,0.0
ORD000689,CUST00475,2024-05-11,completed,home,259.64,12.98
ORD000690,CUST00230,2024-04-26,completed,home,295.48,29.55
ORD000691,CUST00134,2024-10-05,completed,fashion,338.39,0.0
ORD000692,CUST00042,2025-06-22,refunded,electronics,423.4,0.0
ORD000693,CUST00128,2025-02-26,completed,sport,159.54,7.98
ORD000694,CUST00299,2024-08-05,completed,fashion,235.94,0.0
ORD000695,CUST00366,2025-09-10,completed,beauty,370.32,0.0
ORD000696,CUST00204,2026-04-13,completed,sport,38.99,3.9
ORD000697,CUST00111,2026-01-20,completed,sport,28.87,2.89
ORD000698,CUST00372,2024-02-08,completed,electronics,307.45,46.12
ORD000699,CUST00214,2024-04-01,completed,home,303.07,0.0
ORD000700,CUST00380,2024-09-16,completed,electronics,148.35,14.84
ORD000701,CUST00289,2024-10-11,completed,sport,384.78,0.0
ORD000702,CUST00498,2025-03-28,completed,electronics,187.7,0.0
ORD000703,CUST00361,2024-08-24,completed,sport,83.88,8.39
ORD000704,CUST00324,2024-08-24,completed,fashion,179.05,0.0
ORD000705,CUST00217,2025-07-30,completed,sport,438.67,0.0
ORD000706,CUST00129,2024-10-11,completed,beauty,76.46,11.47
ORD000707,CUST00494,2024-11-26,completed,beauty,19.71,1.97
ORD000708,CUST00084,2025-06-25,completed,fashion,39.71,5.96
ORD000709,CUST00074,2025-04-26,completed,beauty,386.07,19.3
ORD000710,CUST00032,2024-11-13,completed,beauty,284.57,28.46
ORD000711,CUST00061,2025-01-30,completed,sport,131.48,0.0
ORD000712,CUST00294,2025-03-07,completed,electronics,402.34,20.12
ORD000713,CUST00466,2025-10-08,cancelled,electronics,254.39,38.16
ORD000714,CUST00077,2025-06-24,completed,sport,60.52,6.05
ORD000715,CUST00332,2025-06-02,completed,beauty,30.2,0.0
ORD000716,CUST00056,2024-04-01,completed,home,143.48,7.17
ORD000717,CUST00467,2024-07-05,completed,home,378.41,0.0
ORD000718,CUST00154,2024-06-18,completed,fashion,443.94,0.0
ORD000719,CUST00479,2024-12-09,completed,sport,47.62,0.0
ORD000720,CUST00045,2024-09-04,completed,fashion,191.69,0.0
ORD000721,CUST00196,2024-05-08,completed,sport,194.25,0.0
ORD000722,CUST00205,2025-09-02,completed,home,209.21,0.0
ORD000723,CUST00107,2024-10-16,completed,electronics,364.53,54.68
ORD000724,CUST00033,2026-02-13,completed,home,174.16,8.71
ORD000725,CUST00237,2024-06-13,completed,beauty,298.31,29.83
ORD000726,CUST00433,2025-09-20,completed,electronics,223.75,22.38
ORD000727,CUST00421,2024-09-06,completed,fashion,149.39,0.0
ORD000728,CUST00141,2025-03-01,completed,electronics,203.44,20.34
ORD000729,CUST00351,2024-07-18,completed,electronics,414.06,41.41
ORD000730,CUST00343,2025-05-03,completed,sport,167.76,0.0
ORD000731,CUST00142,2025-05-16,cancelled,sport,179.7,0.0
ORD000732,CUST00079,2025-09-16,completed,home,292.09,14.6
ORD000733,CUST00051,2025-04-27,completed,electronics,213.26,0.0
ORD000734,CUST00154,2024-11-14,completed,beauty,60.11,0.0
ORD000735,CUST00393,2024-07-02,refunded,home,117.45,11.75
ORD000736,CUST00388,2025-10-29,completed,electronics,333.8,33.38
ORD000737,CUST00295,2024-06-19,completed,electronics,172.63,17.26
ORD000738,CUST00197,2024-05-04,completed,fashion,309.12,0.0
ORD000739,CUST00419,2024-12-13,completed,fashion,268.4,0.0
ORD000740,CUST00447,2025-01-28,completed,electronics,227.97,0.0
ORD000741,CUST00356,2025-05-16,completed,electronics,142.49,14.25
ORD000742,CUST00072,2025-01-23,completed,electronics,410.9,0.0
ORD000743,CUST00453,2024-11-28,completed,electronics,393.87,39.39
ORD000744,CUST00263,2025-05-18,cancelled,fashion,446.87,44.69
ORD000745,CUST00138,2025-11-22,completed,beauty,229.83,0.0
ORD000746,CUST00231,2025-09-06,completed,electronics,326.16,16.31
ORD000747,CUST00252,2026-04-16,completed,sport,56.28,0.0
ORD000748,CUST00486,2025-02-15,completed,home,426.48,63.97
ORD000749,CUST00290,2024-05-20,completed,electronics,106.16,0.0
ORD000750,CUST00464,2025-01-02,completed,sport,202.82,30.42
ORD000751,CUST00440,2025-04-28,completed,electronics,327.49,0.0
ORD000752,CUST00395,2024-11-29,completed,electronics,448.84,67.33
ORD000753,CUST00295,2024-08-06,completed,beauty,360.12,54.02
ORD000754,CUST00047,2026-01-24,completed,sport,246.36,24.64
ORD000755,CUST00089,2025-01-01,completed,beauty,70.93,0.0
ORD000756,CUST00281,2025-04-22,completed,beauty,57.09,0.0
ORD000757,CUST00067,2025-10-07,completed,home,107.19,5.36
ORD000758,CUST00330,2026-01-13,cancelled,fashion,76.56,11.48
ORD000759,CUST00112,2024-06-08,refunded,fashion,124.71,6.24
ORD000760,CUST00232,2025-09-17,completed,electronics,185.84,27.88
ORD000761,CUST00082,2024-11-21,completed,sport,142.72,0.0
ORD000762,CUST00399,2025-04-01,cancelled,home,250.55,12.53
ORD000763,CUST00313,2024-12-17,completed,electronics,217.53,32.63
ORD000764,CUST00227,2025-10-25,completed,electronics,133.79,0.0
ORD000765,CUST00177,2025-08-30,completed,beauty,305.46,0.0
ORD000766,CUST00354,2025-12-01,completed,sport,167.16,0.0
ORD000767,CUST00127,2025-07-22,completed,sport,378.59,56.79
ORD000768,CUST00387,2025-09-17,completed,sport,177.78,17.78
ORD000769,CUST00189,2024-07-15,cancelled,sport,342.77,51.42
ORD000770,CUST00231,2025-10-19,completed,fashion,366.96,18.35
ORD000771,CUST00368,2025-03-07,completed,beauty,338.59,50.79
ORD000772,CUST00015,2025-09-16,completed,electronics,165.63,24.84
ORD000773,CUST00054,2025-05-22,cancelled,fashion,96.43,0.0
ORD000774,CUST00338,2025-07-04,completed,home,69.34,6.93
ORD000775,CUST00281,2025-09-30,completed,fashion,240.33,24.03
ORD000776,CUST00220,2025-05-27,completed,fashion,417.66,62.65
ORD000777,CUST00003,2024-07-11,completed,electronics,254.05,38.11
ORD000778,CUST00441,2025-05-05,cancelled,beauty,236.29,0.0
ORD000779,CUST00329,2025-08-06,cancelled,fashion,273.38,27.34
ORD000780,CUST00088,2025-04-13,completed,electronics,71.28,0.0
ORD000781,CUST00003,2024-11-26,completed,home,77.73,11.66
ORD000782,CUST00348,2025-09-07,completed,fashion,50.67,0.0
ORD000783,CUST00251,2025-06-12,completed,electronics,382.95,38.3
ORD000784,CUST00086,2025-09-09,completed,fashion,21.72,3.26
ORD000785,CUST00087,2025-06-12,completed,home,417.15,0.0
ORD000786,CUST00429,2026-01-31,completed,sport,358.5,35.85
ORD000787,CUST00127,2025-11-04,completed,home,315.72,47.36
ORD000788,CUST00476,2024-07-31,completed,fashion,358.6,0.0
ORD000789,CUST00431,2025-05-25,completed,beauty,254.66,38.2
ORD000790,CUST00243,2024-02-26,completed,electronics,224.31,22.43
ORD000791,CUST00252,2025-07-27,completed,sport,36.41,1.82
ORD000792,CUST00168,2025-08-07,completed,sport,20.87,2.09
ORD000793,CUST00408,2024-11-11,completed,electronics,265.52,39.83
ORD000794,CUST00278,2025-05-05,completed,fashion,170.79,0.0
ORD000795,CUST00331,2026-01-17,completed,electronics,181.69,0.0
ORD000796,CUST00494,2025-01-25,completed,home,327.6,49.14
ORD000797,CUST00296,2025-03-16,cancelled,electronics,59.72,2.99
ORD000798,CUST00192,2024-11-15,cancelled,sport,117.1,0.0
ORD000799,CUST00369,2026-01-20,completed,sport,69.74,0.0
ORD000800,CUST00345,2024-08-04,completed,sport,78.51,7.85
ORD000801,CUST00219,2025-02-22,completed,fashion,314.97,0.0
ORD000802,CUST00358,2024-06-06,refunded,beauty,420.1,63.02
ORD000803,CUST00277,2025-11-17,completed,fashion,47.37,0.0
ORD000804,CUST00415,2025-01-09,completed,sport,405.34,60.8
ORD000805,CUST00473,2025-06-18,completed,electronics,155.95,7.8
ORD000806,CUST00404,2026-03-08,completed,beauty,307.1,46.07
ORD000807,CUST00027,2024-07-10,completed,electronics,53.41,0.0
ORD000808,CUST00119,2025-06-09,completed,home,189.7,0.0
ORD000809,CUST00320,2024-10-23,completed,fashion,421.05,0.0
ORD000810,CUST00137,2025-03-30,refunded,home,342.68,0.0
ORD000811,CUST00165,2024-10-28,refunded,beauty,419.96,62.99
ORD000812,CUST00216,2025-06-20,completed,home,62.95,9.44
ORD000813,CUST00342,2025-01-28,completed,electronics,39.56,0.0
ORD000814,CUST00176,2024-09-11,completed,electronics,407.18,0.0
ORD000815,CUST00433,2025-07-29,completed,sport,284.99,0.0
ORD000816,CUST00132,2025-04-27,completed,beauty,64.88,0.0
ORD000817,CUST00167,2025-04-16,completed,beauty,222.0,0.0
ORD000818,CUST00335,2025-01-29,completed,fashion,253.69,0.0
ORD000819,CUST00046,2024-12-29,completed,electronics,407.05,0.0
ORD000820,CUST00359,2025-01-13,completed,electronics,40.27,0.0
ORD000821,CUST00003,2024-08-24,completed,home,86.61,0.0
ORD000822,CUST00121,2024-09-27,completed,home,351.28,35.13
ORD000823,CUST00042,2025-07-20,completed,sport,300.51,0.0
ORD000824,CUST00250,2025-09-19,completed,electronics,158.7,0.0
ORD000825,CUST00231,2025-12-17,completed,beauty,138.97,0.0
ORD000826,CUST00297,2025-05-29,cancelled,fashion,32.75,4.91
ORD000827,CUST00139,2025-03-19,completed,fashion,126.61,12.66
ORD000828,CUST00015,2025-07-04,completed,sport,36.49,0.0
ORD000829,CUST00450,2024-09-18,completed,home,17.5,1.75
